"SubunitCode","panel_init_year","panel_label","CEGL","event_ID","taxagroup","seeddens","sapldens"
"LOOK",2016,"2016-2018","CEGL007700","{403C3D38-2ECD-4C71-97F9-C348AF5191AA}",5,1250,0
"LOOK",2016,"2016-2018","CEGL007700","{403C3D38-2ECD-4C71-97F9-C348AF5191AA}",1,45000,0
"LOOK",2016,"2016-2018","CEGL007700","{403C3D38-2ECD-4C71-97F9-C348AF5191AA}",2,36250,2000
"LOOK",2016,"2016-2018","CEGL007700","{403C3D38-2ECD-4C71-97F9-C348AF5191AA}",3,1250,0
"KNOB",2011,"2011-2013","CEGL002070","{404C2B3C-7330-4AF4-89D8-14F66FD03549}",5,13750,1125
"KNOB",2011,"2011-2013","CEGL002070","{404C2B3C-7330-4AF4-89D8-14F66FD03549}",1,2500,0
"KNOB",2011,"2011-2013","CEGL002070","{404C2B3C-7330-4AF4-89D8-14F66FD03549}",2,16250,3125
"KNOB",2011,"2011-2013","CEGL002070","{404C2B3C-7330-4AF4-89D8-14F66FD03549}",3,1250,0
"KNOB",2011,"2011-2013","CEGL002070","{404C2B3C-7330-4AF4-89D8-14F66FD03549}",4,1250,125
"LOOK",2011,"2011-2014","CEGL007700","{407346DA-F783-4D23-A978-7D2F3C9E7DD4}",1,5000,250
"LOOK",2011,"2011-2014","CEGL007700","{407346DA-F783-4D23-A978-7D2F3C9E7DD4}",2,0,375
"BIRT",2016,"2016-2017","CEGL007220","{40C0F7C9-11E9-41B5-80F3-3E463D0CD7AF}",5,3750,0
"BIRT",2016,"2016-2017","CEGL007220","{40C0F7C9-11E9-41B5-80F3-3E463D0CD7AF}",1,3750,0
"BIRT",2016,"2016-2017","CEGL007220","{40C0F7C9-11E9-41B5-80F3-3E463D0CD7AF}",2,86250,2125
"BIRT",2016,"2016-2017","CEGL007220","{40C0F7C9-11E9-41B5-80F3-3E463D0CD7AF}",3,7500,0
"BIRT",2016,"2016-2017","CEGL007220","{40C0F7C9-11E9-41B5-80F3-3E463D0CD7AF}",4,7500,1250
"LIRI",2011,"2011-2013","CEGL008430","{415D2433-D53A-4334-BA9B-8506BF43569D}",5,1250,625
"LIRI",2011,"2011-2013","CEGL008430","{415D2433-D53A-4334-BA9B-8506BF43569D}",1,3750,750
"LIRI",2011,"2011-2013","CEGL008430","{415D2433-D53A-4334-BA9B-8506BF43569D}",2,3750,1000
"SHIL",2011,"2011-2013","CEGL007216","{4198EC80-F1E1-4BEB-941E-E25F291B0E71}",5,3750,0
"SHIL",2011,"2011-2013","CEGL007216","{4198EC80-F1E1-4BEB-941E-E25F291B0E71}",1,6250,0
"SHIL",2011,"2011-2013","CEGL007216","{4198EC80-F1E1-4BEB-941E-E25F291B0E71}",2,6250,250
"SHIL",2011,"2011-2013","CEGL007216","{4198EC80-F1E1-4BEB-941E-E25F291B0E71}",3,16250,125
"KNOB",2016,"2016-2018","CEGL002070","{42398E21-E9F9-47E5-991C-C4F0AFDD252F}",5,3750,125
"KNOB",2016,"2016-2018","CEGL002070","{42398E21-E9F9-47E5-991C-C4F0AFDD252F}",1,47500,0
"KNOB",2016,"2016-2018","CEGL002070","{42398E21-E9F9-47E5-991C-C4F0AFDD252F}",2,22500,875
"KNOB",2016,"2016-2018","CEGL002070","{42398E21-E9F9-47E5-991C-C4F0AFDD252F}",3,1250,0
"KNOB",2016,"2016-2018","CEGL002070","{42398E21-E9F9-47E5-991C-C4F0AFDD252F}",4,3750,0
"GUCO",2011,"2011-2013","CEGL007221","{4250809D-20A0-40A5-818B-F4D4845C1F00}",2,7500,5125
"GUCO",2011,"2011-2013","CEGL007221","{4250809D-20A0-40A5-818B-F4D4845C1F00}",4,1250,1000
"HEIM",2016,"2016-2018","CEGL007881","{43029CE4-1408-41A0-9548-A94575369B38}",5,2500,0
"HEIM",2016,"2016-2018","CEGL007881","{43029CE4-1408-41A0-9548-A94575369B38}",1,7500,125
"HEIM",2016,"2016-2018","CEGL007881","{43029CE4-1408-41A0-9548-A94575369B38}",2,20000,750
"HEIM",2016,"2016-2018","CEGL007881","{43029CE4-1408-41A0-9548-A94575369B38}",3,2500,0
"HEIM",2016,"2016-2018","CEGL007881","{43029CE4-1408-41A0-9548-A94575369B38}",4,3750,875
"LIRI",2016,"2016-2018","CEGL007388","{436164E2-ED6A-41FD-A669-5D4E11317D18}",5,6250,0
"LIRI",2016,"2016-2018","CEGL007388","{436164E2-ED6A-41FD-A669-5D4E11317D18}",1,1250,0
"LIRI",2016,"2016-2018","CEGL007388","{436164E2-ED6A-41FD-A669-5D4E11317D18}",2,25000,125
"LIRI",2016,"2016-2018","CEGL007388","{436164E2-ED6A-41FD-A669-5D4E11317D18}",4,2500,0
"STRI",2016,"2016-2018","CEGL003938","{4485504D-D3BE-480F-89E1-4FAA7EB54897}",5,1250,375
"STRI",2016,"2016-2018","CEGL003938","{4485504D-D3BE-480F-89E1-4FAA7EB54897}",2,18750,4000
"STRI",2016,"2016-2018","CEGL003938","{4485504D-D3BE-480F-89E1-4FAA7EB54897}",3,12500,250
"STRI",2016,"2016-2018","CEGL003938","{4485504D-D3BE-480F-89E1-4FAA7EB54897}",4,8750,750
"COWP",2016,"2016-2018","CEGL007221","{44B7A683-D0A7-421C-A58E-A09BC05C7585}",5,2500,0
"COWP",2016,"2016-2018","CEGL007221","{44B7A683-D0A7-421C-A58E-A09BC05C7585}",1,3750,0
"COWP",2016,"2016-2018","CEGL007221","{44B7A683-D0A7-421C-A58E-A09BC05C7585}",2,3750,0
"COWP",2016,"2016-2018","CEGL007221","{44B7A683-D0A7-421C-A58E-A09BC05C7585}",3,10000,0
"COWP",2016,"2016-2018","CEGL007221","{44B7A683-D0A7-421C-A58E-A09BC05C7585}",4,38750,0
"KIMO",2016,"2016-2018","CEGL006281","{45767DCA-E8BB-4242-9248-0CB15CB842D2}",5,30000,0
"KIMO",2016,"2016-2018","CEGL006281","{45767DCA-E8BB-4242-9248-0CB15CB842D2}",1,7500,0
"KIMO",2016,"2016-2018","CEGL006281","{45767DCA-E8BB-4242-9248-0CB15CB842D2}",2,0,250
"KIMO",2016,"2016-2018","CEGL006281","{45767DCA-E8BB-4242-9248-0CB15CB842D2}",3,0,375
"CHIC",2016,"2016-2018","CEGL008429","{457D0AB4-F3E0-4023-A76D-2D00F36003B7}",2,25000,2000
"LOOK",2016,"2016-2018","CEGL007330","{457FCC01-0CE2-4E1B-AE46-83A09997DF6B}",1,1250,125
"LOOK",2016,"2016-2018","CEGL007330","{457FCC01-0CE2-4E1B-AE46-83A09997DF6B}",2,17500,0
"LOOK",2016,"2016-2018","CEGL007330","{457FCC01-0CE2-4E1B-AE46-83A09997DF6B}",3,8750,250
"LOOK",2016,"2016-2018","CEGL007330","{457FCC01-0CE2-4E1B-AE46-83A09997DF6B}",4,8750,250
"LIRI",2011,"2011-2013","CEGL007493","{45DAFBA2-CF88-42A1-8B4D-7EF0A76FE229}",1,30000,2000
"LIRI",2011,"2011-2013","CEGL007493","{45DAFBA2-CF88-42A1-8B4D-7EF0A76FE229}",2,23750,250
"LIRI",2011,"2011-2013","CEGL007493","{45DAFBA2-CF88-42A1-8B4D-7EF0A76FE229}",3,18750,0
"STRI",2016,"2016-2018","CEGL007808","{46254450-BF65-40F8-BED8-3F17B394668A}",5,6250,0
"STRI",2016,"2016-2018","CEGL007808","{46254450-BF65-40F8-BED8-3F17B394668A}",1,2500,0
"STRI",2016,"2016-2018","CEGL007808","{46254450-BF65-40F8-BED8-3F17B394668A}",2,23750,0
"STRI",2016,"2016-2018","CEGL007808","{46254450-BF65-40F8-BED8-3F17B394668A}",3,32500,0
"STRI",2016,"2016-2018","CEGL007808","{46254450-BF65-40F8-BED8-3F17B394668A}",4,3750,0
"CARL",2011,"2011-2013","CEGL007519","{463F0DA3-4A01-4431-8C30-4A2DAAF7CB07}",1,8750,1125
"CARL",2011,"2011-2013","CEGL007519","{463F0DA3-4A01-4431-8C30-4A2DAAF7CB07}",2,17500,375
"CARL",2011,"2011-2013","CEGL007519","{463F0DA3-4A01-4431-8C30-4A2DAAF7CB07}",4,0,750
"CUGA",2011,"2011-2013","CEGL007296","{4693EE4A-E8DF-4C18-96C7-E303BC8EBB6F}",5,20000,250
"CUGA",2011,"2011-2013","CEGL007296","{4693EE4A-E8DF-4C18-96C7-E303BC8EBB6F}",1,11250,125
"CUGA",2011,"2011-2013","CEGL007296","{4693EE4A-E8DF-4C18-96C7-E303BC8EBB6F}",2,112500,500
"CUGA",2011,"2011-2013","CEGL007296","{4693EE4A-E8DF-4C18-96C7-E303BC8EBB6F}",3,0,250
"CHIC",2016,"2016-2018","CEGL008429","{477CD303-6357-4624-84ED-AC2659098891}",0,8750,0
"CHIC",2016,"2016-2018","CEGL008429","{477CD303-6357-4624-84ED-AC2659098891}",2,6250,0
"CHIC",2016,"2016-2018","CEGL008429","{477CD303-6357-4624-84ED-AC2659098891}",3,11250,125
"CHIC",2016,"2016-2018","CEGL008429","{477CD303-6357-4624-84ED-AC2659098891}",4,0,250
"BIRT",2016,"2016-2017","CEGL007220","{47C33567-BF3D-42D7-BAFD-9446A6D7C4A8}",5,0,125
"BIRT",2016,"2016-2017","CEGL007220","{47C33567-BF3D-42D7-BAFD-9446A6D7C4A8}",1,2500,125
"BIRT",2016,"2016-2017","CEGL007220","{47C33567-BF3D-42D7-BAFD-9446A6D7C4A8}",2,73750,750
"BIRT",2016,"2016-2017","CEGL007220","{47C33567-BF3D-42D7-BAFD-9446A6D7C4A8}",3,0,1250
"BIRT",2016,"2016-2017","CEGL007220","{47C33567-BF3D-42D7-BAFD-9446A6D7C4A8}",4,1250,0
"CHIC",2016,"2016-2018","CEGL007808","{47E3DE4D-80FA-4048-B4BB-5573896C0697}",5,1250,0
"CHIC",2016,"2016-2018","CEGL007808","{47E3DE4D-80FA-4048-B4BB-5573896C0697}",1,6250,125
"CHIC",2016,"2016-2018","CEGL007808","{47E3DE4D-80FA-4048-B4BB-5573896C0697}",2,28750,125
"CHIC",2016,"2016-2018","CEGL007808","{47E3DE4D-80FA-4048-B4BB-5573896C0697}",3,8750,125
"CHIC",2016,"2016-2018","CEGL007808","{47E3DE4D-80FA-4048-B4BB-5573896C0697}",4,3750,0
"CUGA",2016,"2016-2018","CEGL008558","{4895BC99-4BD1-4572-B776-698F434D8FF9}",5,22500,250
"CUGA",2016,"2016-2018","CEGL008558","{4895BC99-4BD1-4572-B776-698F434D8FF9}",2,11250,250
"CUGA",2016,"2016-2018","CEGL008558","{4895BC99-4BD1-4572-B776-698F434D8FF9}",3,0,125
"RUCA",2016,"2016-2018","CEGL008431","{48C9DD43-F639-4E1B-81E6-E6B35E85CC7C}",5,25000,3000
"RUCA",2016,"2016-2018","CEGL008431","{48C9DD43-F639-4E1B-81E6-E6B35E85CC7C}",1,26250,1875
"RUCA",2016,"2016-2018","CEGL008431","{48C9DD43-F639-4E1B-81E6-E6B35E85CC7C}",2,10000,1125
"RUCA",2016,"2016-2018","CEGL008431","{48C9DD43-F639-4E1B-81E6-E6B35E85CC7C}",3,0,125
"LOOK",2011,"2011-2014","CEGL007700","{4AA928B8-D15B-4B46-8BEA-E4A40BF067B6}",1,0,125
"LOOK",2011,"2011-2014","CEGL007700","{4AA928B8-D15B-4B46-8BEA-E4A40BF067B6}",2,0,2500
"LOOK",2011,"2011-2014","CEGL007700","{4AA928B8-D15B-4B46-8BEA-E4A40BF067B6}",3,0,125
"COWP",2016,"2016-2018","CEGL004418","{4BE7007C-2F71-41A0-A9F5-F028D3917790}",5,6250,125
"COWP",2016,"2016-2018","CEGL004418","{4BE7007C-2F71-41A0-A9F5-F028D3917790}",1,6250,500
"COWP",2016,"2016-2018","CEGL004418","{4BE7007C-2F71-41A0-A9F5-F028D3917790}",2,1250,250
"COWP",2016,"2016-2018","CEGL004418","{4BE7007C-2F71-41A0-A9F5-F028D3917790}",3,1250,500
"COWP",2016,"2016-2018","CEGL004418","{4BE7007C-2F71-41A0-A9F5-F028D3917790}",4,1250,250
"STRI",2011,"2011-2013","CEGL007808","{4BF1D04A-452E-4495-BA3F-C63A9EF0372C}",5,7500,125
"STRI",2011,"2011-2013","CEGL007808","{4BF1D04A-452E-4495-BA3F-C63A9EF0372C}",1,1250,0
"STRI",2011,"2011-2013","CEGL007808","{4BF1D04A-452E-4495-BA3F-C63A9EF0372C}",2,17500,250
"STRI",2011,"2011-2013","CEGL007808","{4BF1D04A-452E-4495-BA3F-C63A9EF0372C}",3,27500,375
"STRI",2011,"2011-2013","CEGL007808","{4BF1D04A-452E-4495-BA3F-C63A9EF0372C}",4,10000,625
"CARL",2011,"2011-2013","CEGL006286","{4C9E71DB-89E3-4D67-95E4-BD90528BB505}",2,20000,0
"GUCO",2011,"2011-2013","CEGL008475","{4CE339A2-DBEB-4322-8DB3-E0EBC1FBEBD7}",1,7500,125
"GUCO",2011,"2011-2013","CEGL008475","{4CE339A2-DBEB-4322-8DB3-E0EBC1FBEBD7}",2,58750,875
"GUCO",2011,"2011-2013","CEGL008475","{4CE339A2-DBEB-4322-8DB3-E0EBC1FBEBD7}",3,1250,125
"GUCO",2011,"2011-2013","CEGL008475","{4CE339A2-DBEB-4322-8DB3-E0EBC1FBEBD7}",4,1250,0
"KIMO",2011,"2011-2013","CEGL007244","{4D2041BF-DB1F-4739-8448-20ED3DFEB32D}",1,5000,0
"KIMO",2011,"2011-2013","CEGL007244","{4D2041BF-DB1F-4739-8448-20ED3DFEB32D}",2,1250,0
"KIMO",2011,"2011-2013","CEGL007244","{4D2041BF-DB1F-4739-8448-20ED3DFEB32D}",3,5000,375
"KIMO",2011,"2011-2013","CEGL007244","{4D2041BF-DB1F-4739-8448-20ED3DFEB32D}",4,5000,125
"GUCO",2011,"2011-2013","CEGL006327","{4D947B44-B4D8-41AF-889E-630C904F8809}",5,1250,0
"GUCO",2011,"2011-2013","CEGL006327","{4D947B44-B4D8-41AF-889E-630C904F8809}",1,0,125
"GUCO",2011,"2011-2013","CEGL006327","{4D947B44-B4D8-41AF-889E-630C904F8809}",2,76250,1625
"GUCO",2011,"2011-2013","CEGL006327","{4D947B44-B4D8-41AF-889E-630C904F8809}",3,1250,0
"GUCO",2011,"2011-2013","CEGL006327","{4D947B44-B4D8-41AF-889E-630C904F8809}",4,7500,0
"HEIM",2016,"2016-2018","CEGL007246","{4DB597DB-8A01-4500-9FDD-3937B5D87F4C}",5,2500,250
"HEIM",2016,"2016-2018","CEGL007246","{4DB597DB-8A01-4500-9FDD-3937B5D87F4C}",1,11250,0
"HEIM",2016,"2016-2018","CEGL007246","{4DB597DB-8A01-4500-9FDD-3937B5D87F4C}",2,11250,250
"HEIM",2016,"2016-2018","CEGL007246","{4DB597DB-8A01-4500-9FDD-3937B5D87F4C}",3,5000,125
"HEIM",2016,"2016-2018","CEGL007246","{4DB597DB-8A01-4500-9FDD-3937B5D87F4C}",4,0,250
"CARL",2011,"2011-2013","CEGL007267","{4DD48023-41FA-48C0-9F6A-110E29A9865C}",5,0,125
"CARL",2011,"2011-2013","CEGL007267","{4DD48023-41FA-48C0-9F6A-110E29A9865C}",1,36250,0
"CARL",2011,"2011-2013","CEGL007267","{4DD48023-41FA-48C0-9F6A-110E29A9865C}",2,12500,1375
"CARL",2011,"2011-2013","CEGL007267","{4DD48023-41FA-48C0-9F6A-110E29A9865C}",4,0,125
"MACA",2011,"2011-2013","CEGL008442","{4E03B655-4EEE-40C2-895E-019D1BF71CCA}",5,13750,625
"MACA",2011,"2011-2013","CEGL008442","{4E03B655-4EEE-40C2-895E-019D1BF71CCA}",1,12500,0
"MACA",2011,"2011-2013","CEGL008442","{4E03B655-4EEE-40C2-895E-019D1BF71CCA}",2,12500,750
"MACA",2011,"2011-2013","CEGL008442","{4E03B655-4EEE-40C2-895E-019D1BF71CCA}",3,10000,1125
"MACA",2011,"2011-2013","CEGL008442","{4E03B655-4EEE-40C2-895E-019D1BF71CCA}",4,5000,250
"KNOB",2011,"2011-2013","CEGL002070","{4F059002-9EB8-4DD0-8476-84FAB0CD4508}",5,15000,1625
"KNOB",2011,"2011-2013","CEGL002070","{4F059002-9EB8-4DD0-8476-84FAB0CD4508}",1,15000,0
"KNOB",2011,"2011-2013","CEGL002070","{4F059002-9EB8-4DD0-8476-84FAB0CD4508}",2,31250,875
"KNOB",2011,"2011-2013","CEGL002070","{4F059002-9EB8-4DD0-8476-84FAB0CD4508}",3,5000,0
"KNOB",2011,"2011-2013","CEGL002070","{4F059002-9EB8-4DD0-8476-84FAB0CD4508}",4,5000,0
"NISI",2016,"2016-2018","CEGL008466","{4F4713C5-E4A5-4765-9E91-EFB7D05A89A6}",1,11250,0
"NISI",2016,"2016-2018","CEGL008466","{4F4713C5-E4A5-4765-9E91-EFB7D05A89A6}",2,31250,125
"NISI",2016,"2016-2018","CEGL008466","{4F4713C5-E4A5-4765-9E91-EFB7D05A89A6}",3,17500,0
"NISI",2016,"2016-2018","CEGL008466","{4F4713C5-E4A5-4765-9E91-EFB7D05A89A6}",4,5000,0
"SHIL",2011,"2011-2013","CEGL007216","{4F8AEF65-7F29-4DE5-A2AE-A07EC9886C24}",5,1250,0
"SHIL",2011,"2011-2013","CEGL007216","{4F8AEF65-7F29-4DE5-A2AE-A07EC9886C24}",2,2500,250
"SHIL",2011,"2011-2013","CEGL007216","{4F8AEF65-7F29-4DE5-A2AE-A07EC9886C24}",3,6250,0
"SHIL",2011,"2011-2013","CEGL007216","{4F8AEF65-7F29-4DE5-A2AE-A07EC9886C24}",4,1250,500
"KIMO",2016,"2016-2018","CEGL007244","{4FA291EE-9DCD-415C-AEC2-3897F51A8BC1}",5,2500,0
"KIMO",2016,"2016-2018","CEGL007244","{4FA291EE-9DCD-415C-AEC2-3897F51A8BC1}",1,10000,125
"KIMO",2016,"2016-2018","CEGL007244","{4FA291EE-9DCD-415C-AEC2-3897F51A8BC1}",2,5000,0
"KIMO",2016,"2016-2018","CEGL007244","{4FA291EE-9DCD-415C-AEC2-3897F51A8BC1}",3,0,1125
"KIMO",2016,"2016-2018","CEGL007244","{4FA291EE-9DCD-415C-AEC2-3897F51A8BC1}",4,6250,375
"LIRI",2011,"2011-2013","CEGL007493","{4FB15F89-E4C6-421A-8F7F-17858DA9D657}",5,1250,0
"LIRI",2011,"2011-2013","CEGL007493","{4FB15F89-E4C6-421A-8F7F-17858DA9D657}",1,3750,125
"LIRI",2011,"2011-2013","CEGL007493","{4FB15F89-E4C6-421A-8F7F-17858DA9D657}",2,12500,375
"GUCO",2016,"2016-2018","CEGL007221","{500BBA04-8ED9-4B03-ADF5-BEE8D1C496F3}",5,7500,1625
"GUCO",2016,"2016-2018","CEGL007221","{500BBA04-8ED9-4B03-ADF5-BEE8D1C496F3}",2,28750,500
"GUCO",2016,"2016-2018","CEGL007221","{500BBA04-8ED9-4B03-ADF5-BEE8D1C496F3}",3,2500,0
"GUCO",2016,"2016-2018","CEGL007221","{500BBA04-8ED9-4B03-ADF5-BEE8D1C496F3}",4,7500,1375
"KIMO",2011,"2011-2013","CEGL007244","{500CB846-DB96-4DB6-91FE-6E348FE4CF06}",5,6250,0
"KIMO",2011,"2011-2013","CEGL007244","{500CB846-DB96-4DB6-91FE-6E348FE4CF06}",1,3750,0
"KIMO",2011,"2011-2013","CEGL007244","{500CB846-DB96-4DB6-91FE-6E348FE4CF06}",2,10000,500
"KIMO",2011,"2011-2013","CEGL007244","{500CB846-DB96-4DB6-91FE-6E348FE4CF06}",3,2500,125
"KIMO",2011,"2011-2013","CEGL007244","{500CB846-DB96-4DB6-91FE-6E348FE4CF06}",4,3750,125
"BIRT",2016,"2016-2017","CEGL004741","{51448E0C-3F12-4F37-9486-7EE5B897A2D8}",5,7500,875
"BIRT",2016,"2016-2017","CEGL004741","{51448E0C-3F12-4F37-9486-7EE5B897A2D8}",1,2500,250
"BIRT",2016,"2016-2017","CEGL004741","{51448E0C-3F12-4F37-9486-7EE5B897A2D8}",2,11250,1125
"BIRT",2016,"2016-2017","CEGL004741","{51448E0C-3F12-4F37-9486-7EE5B897A2D8}",3,2500,250
"BIRT",2016,"2016-2017","CEGL004741","{51448E0C-3F12-4F37-9486-7EE5B897A2D8}",4,8750,875
"RUCA",2011,"2011-2013","CEGL007268","{5161075F-C26E-4937-9FE0-45248B5A63B7}",5,8750,1000
"RUCA",2011,"2011-2013","CEGL007268","{5161075F-C26E-4937-9FE0-45248B5A63B7}",1,1250,0
"RUCA",2011,"2011-2013","CEGL007268","{5161075F-C26E-4937-9FE0-45248B5A63B7}",2,7500,125
"RUCA",2011,"2011-2013","CEGL007268","{5161075F-C26E-4937-9FE0-45248B5A63B7}",3,1250,250
"RUCA",2011,"2011-2013","CEGL007268","{5161075F-C26E-4937-9FE0-45248B5A63B7}",4,1250,500
"CHIC",2016,"2016-2018","CEGL007247","{517A0FA5-CC88-41E6-B53C-450AAF0CD932}",1,12500,125
"CHIC",2016,"2016-2018","CEGL007247","{517A0FA5-CC88-41E6-B53C-450AAF0CD932}",2,16250,0
"CHIC",2016,"2016-2018","CEGL007247","{517A0FA5-CC88-41E6-B53C-450AAF0CD932}",3,16250,250
"CHIC",2016,"2016-2018","CEGL007247","{517A0FA5-CC88-41E6-B53C-450AAF0CD932}",4,8750,125
"LIRI",2011,"2011-2013","CEGL007244","{518B4302-A9B7-4EB9-BAB0-390B64E7E494}",1,15000,375
"LIRI",2011,"2011-2013","CEGL007244","{518B4302-A9B7-4EB9-BAB0-390B64E7E494}",2,5000,3750
"LIRI",2011,"2011-2013","CEGL007244","{518B4302-A9B7-4EB9-BAB0-390B64E7E494}",3,1250,0
"CARL",2011,"2011-2013","CEGL007230","{51C90FDC-6B40-4FEC-95E3-C89FFE67C864}",5,3750,750
"CARL",2011,"2011-2013","CEGL007230","{51C90FDC-6B40-4FEC-95E3-C89FFE67C864}",1,13750,125
"CARL",2011,"2011-2013","CEGL007230","{51C90FDC-6B40-4FEC-95E3-C89FFE67C864}",2,27500,1750
"CARL",2011,"2011-2013","CEGL007230","{51C90FDC-6B40-4FEC-95E3-C89FFE67C864}",3,2500,125
"CARL",2011,"2011-2013","CEGL007230","{51C90FDC-6B40-4FEC-95E3-C89FFE67C864}",4,1250,875
"COWP",2016,"2016-2018","CEGL006327","{520DAD2F-A2E6-47AE-8F12-9F12AB0CCD58}",1,5000,625
"COWP",2016,"2016-2018","CEGL006327","{520DAD2F-A2E6-47AE-8F12-9F12AB0CCD58}",3,0,500
"COWP",2016,"2016-2018","CEGL006327","{520DAD2F-A2E6-47AE-8F12-9F12AB0CCD58}",4,11250,1125
"MACA",2011,"2011-2013","CEGL002411","{5224FA2E-14BB-4F2C-BEDF-17D87B9148B9}",5,5000,0
"MACA",2011,"2011-2013","CEGL002411","{5224FA2E-14BB-4F2C-BEDF-17D87B9148B9}",1,13750,0
"MACA",2011,"2011-2013","CEGL002411","{5224FA2E-14BB-4F2C-BEDF-17D87B9148B9}",2,23750,375
"MACA",2011,"2011-2013","CEGL002411","{5224FA2E-14BB-4F2C-BEDF-17D87B9148B9}",4,1250,0
"CUGA",2016,"2016-2018","CEGL007267","{5284BA12-8F05-4C66-9E31-F231DF1DB105}",5,21250,500
"CUGA",2016,"2016-2018","CEGL007267","{5284BA12-8F05-4C66-9E31-F231DF1DB105}",1,57500,0
"CUGA",2016,"2016-2018","CEGL007267","{5284BA12-8F05-4C66-9E31-F231DF1DB105}",2,11250,250
"RUCA",2011,"2011-2013","CEGL007233","{53922368-818A-452A-BF18-2D257A4B646D}",5,6250,2000
"RUCA",2011,"2011-2013","CEGL007233","{53922368-818A-452A-BF18-2D257A4B646D}",1,10000,125
"RUCA",2011,"2011-2013","CEGL007233","{53922368-818A-452A-BF18-2D257A4B646D}",2,8750,2625
"RUCA",2011,"2011-2013","CEGL007233","{53922368-818A-452A-BF18-2D257A4B646D}",3,0,500
"RUCA",2011,"2011-2013","CEGL007233","{53922368-818A-452A-BF18-2D257A4B646D}",4,8750,1125
"STRI",2011,"2011-2013","CEGL007124","{54B9DEBD-F59E-4CA8-BCD1-B303B4C1F173}",0,1250,0
"STRI",2011,"2011-2013","CEGL007124","{54B9DEBD-F59E-4CA8-BCD1-B303B4C1F173}",5,1250,125
"STRI",2011,"2011-2013","CEGL007124","{54B9DEBD-F59E-4CA8-BCD1-B303B4C1F173}",2,18750,0
"STRI",2011,"2011-2013","CEGL007124","{54B9DEBD-F59E-4CA8-BCD1-B303B4C1F173}",3,11250,250
"STRI",2011,"2011-2013","CEGL007124","{54B9DEBD-F59E-4CA8-BCD1-B303B4C1F173}",4,3750,0
"RUCA",2016,"2016-2018","CEGL002070","{552C47C2-EA2F-4525-B9C6-53A74E89D3F3}",5,1250,0
"RUCA",2016,"2016-2018","CEGL002070","{552C47C2-EA2F-4525-B9C6-53A74E89D3F3}",1,13750,0
"RUCA",2016,"2016-2018","CEGL002070","{552C47C2-EA2F-4525-B9C6-53A74E89D3F3}",2,21250,1000
"RUCA",2016,"2016-2018","CEGL002070","{552C47C2-EA2F-4525-B9C6-53A74E89D3F3}",3,3750,0
"RUCA",2016,"2016-2018","CEGL002070","{552C47C2-EA2F-4525-B9C6-53A74E89D3F3}",4,1250,125
"CHIC",2011,"2011-2013","CEGL007247","{557397DC-82A4-4B13-AC23-745912A25B83}",1,10000,250
"CHIC",2011,"2011-2013","CEGL007247","{557397DC-82A4-4B13-AC23-745912A25B83}",2,8750,125
"CHIC",2011,"2011-2013","CEGL007247","{557397DC-82A4-4B13-AC23-745912A25B83}",3,2500,500
"CHIC",2011,"2011-2013","CEGL007247","{557397DC-82A4-4B13-AC23-745912A25B83}",4,7500,125
"HEIM",2016,"2016-2018","CEGL007246","{5578440F-DAF5-4F51-9D6E-91FE76D94A98}",5,1250,250
"HEIM",2016,"2016-2018","CEGL007246","{5578440F-DAF5-4F51-9D6E-91FE76D94A98}",1,20000,1125
"HEIM",2016,"2016-2018","CEGL007246","{5578440F-DAF5-4F51-9D6E-91FE76D94A98}",2,18750,875
"HEIM",2016,"2016-2018","CEGL007246","{5578440F-DAF5-4F51-9D6E-91FE76D94A98}",3,8750,125
"HEIM",2016,"2016-2018","CEGL007246","{5578440F-DAF5-4F51-9D6E-91FE76D94A98}",4,3750,875
"LIRI",2011,"2011-2013","CEGL006011","{56481D04-3F0B-4D03-A1D9-3E367222F526}",1,10000,1625
"LIRI",2011,"2011-2013","CEGL006011","{56481D04-3F0B-4D03-A1D9-3E367222F526}",2,10000,125
"LIRI",2011,"2011-2013","CEGL006011","{56481D04-3F0B-4D03-A1D9-3E367222F526}",3,0,500
"LIRI",2011,"2011-2013","CEGL006011","{56481D04-3F0B-4D03-A1D9-3E367222F526}",4,5000,0
"CARL",2011,"2011-2013","CEGL007519","{56628658-9536-474B-8F04-3B27DB520ED6}",1,8750,0
"CARL",2011,"2011-2013","CEGL007519","{56628658-9536-474B-8F04-3B27DB520ED6}",2,16250,375
"CARL",2011,"2011-2013","CEGL007519","{56628658-9536-474B-8F04-3B27DB520ED6}",4,0,125
"BIRT",2011,"2011-2012","CEGL007220","{56E30A9C-7C8A-4ADC-8A4F-878AEB25B152}",5,0,125
"BIRT",2011,"2011-2012","CEGL007220","{56E30A9C-7C8A-4ADC-8A4F-878AEB25B152}",2,3750,750
"BIRT",2011,"2011-2012","CEGL007220","{56E30A9C-7C8A-4ADC-8A4F-878AEB25B152}",3,0,1125
"MACA",2011,"2011-2013","CEGL005022","{56EFBB32-DF35-47C6-8173-47511171A081}",1,35000,125
"MACA",2011,"2011-2013","CEGL005022","{56EFBB32-DF35-47C6-8173-47511171A081}",2,2500,1125
"MACA",2011,"2011-2013","CEGL005022","{56EFBB32-DF35-47C6-8173-47511171A081}",3,1250,0
